"success","task","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","pixels_per_unit","itrial","iblock","leftDots","rightDots","difference","selected_side","confidence_value","left_confidence","right_confidence","correct","threshold","block_num","advice_direction","block","trial","trialid","dotsLeft","dotsRight","dotsDiff","selectedSide_first","confidence_first","correct_1","rt_1","adviceCond","adviceChoice","adviceDir","selectedSide_second","confidence_second","adviceCorrect","correct_2","rt_2","attention_check_correct","target_button","top_prompt","bottom_prompt","top_response","bottom_response","question_order"
"","consolidated-trial-data","consolidated-trial-data","1036","3732568","0.0-313.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","8","10","130","300","250","50","left","97.5","true","1482.8999999910593","3","no","left","left","97.5","true","true","914.4000000059605","","","","","","",""
"","fixation","html-keyboard-response","1037","3733873","0.0-314.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1038","3734378","0.0-314.0-1.0","null","[Dot display: left=251, right=300, diff=49]","null","","-1","-1","251","300","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1039","3735977","0.0-314.0-2.0","1597.4000000059605","Confidence judgement (first response)","","","-1","-1","","","","left","96","96","50","false","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","1040","3736897","0.0-314.0-5.0-0.0","918","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","1041","3737700","0.0-314.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","1042","3738893","0.0-314.0-6.0","1191.0999999940395","Confidence judgment (second response)","","","-1","-1","","","","left","96","96","50","false","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1043","3738902","0.0-315.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","8","11","131","251","300","49","left","96","false","1597.4000000059605","3","no","left","left","96","false","false","1191.0999999940395","","","","","","",""
"","fixation","html-keyboard-response","1044","3740149","0.0-316.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1045","3740653","0.0-316.0-1.0","null","[Dot display: left=300, right=250, diff=50]","null","","-1","-1","300","250","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1046","3742228","0.0-316.0-2.0","1572.3999999910593","Confidence judgement (first response)","","","-1","-1","","","","left","96.75","96.75","50","true","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","1047","3743245","0.0-316.0-4.0-0.0","1017","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","1048","3744051","0.0-316.0-4.0-1.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","1049","3745574","0.0-316.0-6.0","1520.2999999970198","Confidence judgment (second response)","","","-1","-1","","","","left","98.25","98.25","50","true","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1050","3745576","0.0-317.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","8","12","132","300","250","50","left","96.75","true","1572.3999999910593","2","no","left","left","98.25","true","true","1520.2999999970198","","","","","","",""
"","fixation","html-keyboard-response","1051","3746846","0.0-318.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1052","3747351","0.0-318.0-1.0","null","[Dot display: left=300, right=250, diff=50]","null","","-1","-1","300","250","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1053","3748800","0.0-318.0-2.0","1446.7000000029802","Confidence judgement (first response)","","","-1","-1","","","","left","96.5","96.5","50","true","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","1054","3749530","0.0-318.0-4.0-0.0","728","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","1055","3750347","0.0-318.0-4.0-1.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","1056","3751802","0.0-318.0-6.0","1452","Confidence judgment (second response)","","","-1","-1","","","","left","100","100","50","true","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1057","3751804","0.0-319.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","8","13","133","300","250","50","left","96.5","true","1446.7000000029802","2","no","left","left","100","true","true","1452","","","","","","",""
"","attncheck","html-button-response","1058","3754166","0.0-320.0","2360","attncheck","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Next","","","","",""
"","fixation","html-keyboard-response","1059","3755606","0.0-321.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1060","3756119","0.0-321.0-1.0","null","[Dot display: left=250, right=300, diff=50]","null","","-1","-1","250","300","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1061","3758021","0.0-321.0-2.0","1898.199999988079","Confidence judgement (first response)","","","-1","-1","","","","left","98.5","98.5","50","false","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","1062","3758732","0.0-321.0-5.0-0.0","710","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","1063","3759534","0.0-321.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","1064","3760887","0.0-321.0-6.0","1349.9000000059605","Confidence judgment (second response)","","","-1","-1","","","","left","98.5","98.5","50","false","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1065","3760889","0.0-322.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","8","14","134","250","300","50","left","98.5","false","1898.199999988079","3","no","left","left","98.5","false","false","1349.9000000059605","","","","","","",""
"","block_message","html-button-response","1066","5453103","0.0-323.0","1695512","block message","0","","","","","","","","","","","","","10","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","html-keyboard-response","1067","5454443","0.0-324.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1068","5454955","0.0-324.0-1.0","null","[Dot display: left=250, right=300, diff=50]","null","","-1","-1","250","300","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1069","5456801","0.0-324.0-2.0","1843.7999999970198","Confidence judgement (first response)","","","-1","-1","","","","right","92.5","50","92.5","true","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","1070","5457804","0.0-324.0-3.0-0.0","1001","[advice choice Y,N]","1","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","1071","5458606","0.0-324.0-3.0-2.0-0.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","1072","5459186","0.0-324.0-6.0","577.0999999940395","Confidence judgment (second response)","","","-1","-1","","","","right","92.5","50","92.5","true","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1073","5459189","0.0-325.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","9","0","135","250","300","50","right","92.5","true","1843.7999999970198","1","no","left","right","92.5","false","true","577.0999999940395","","","","","","",""
"","attncheck","html-button-response","1074","5461366","0.0-326.0","2174","attncheck","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Next","","","","",""
